ShipmentID,GenericName,CargoUnit,OriginLocationName,OriginCountry,OriginPort,OriginPortCode,DestinationLocationName,DestinationCountry,DestinationPort,DestinationPortCode,Carrier,ModeOfTransport,SecondaryMode,ContainerNumber,BillOfLadingNumber,ETD,ETA,ATD,ATA,FreightTerms,CargoDescription,CargoWeight,CargoVolume,FreightCost,CustomsValue,TrackingNumber,TemperatureCategory,TemperatureRange,PackagingType,QualityRequirements,ComplianceRequirements,QualityMetrics,RiskCategory,InspectionFrequency,MonitoringLevel,InsuranceType,InsuranceCoverage,InsurancePremium,HandlingEquipmentCost,HandlingLaborCost,TotalHandlingCost,CarbonFootprint,CarbonFootprintUnit,RequiredDocuments
SHIP-B118CCAB,Flu Vaccine,doses,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL34168,11-08-2024 21:00,14-08-2024 21:00,11-08-2024 21:00,16-08-2024 19:00,CIF,Pharmaceutical Raw Materials - Flu Vaccine,0.21,0.0,9.89,16.43,ES2502116443926,FRZ,-150C to -196C,Cryogenic Container,"['HACCP', 'ISO']","['WHO', 'MHRA']","{'temperature_excursions': 2, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9662478536680856}",MEDIUM,Weekly,Enhanced,Standard,16.43,0.59,0.64,0.34,0.97,0.85,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-7372FC6F,Rituximab,mg,Chicago Facility,USA,,USCHI,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,XPO Logistics,road,,,BOL31618,14-04-2024 21:00,16-04-2024 21:00,14-04-2024 15:00,17-04-2024 18:00,DAP,Pharmaceutical Raw Materials - Rituximab,0.02,0.0,0.04,0.0,XL2502114003846,CRT,30C to 35C,Plastic Drum,"['ISO', 'HACCP']","['EMA', 'WHO']","{'temperature_excursions': 2, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9949460288660483}",LOW,Monthly,Standard,All-Risk,0.06,0.0,0.01,0.0,0.01,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-358060E8,Metformin,g,Montreal Facility,Canada,,CAMTR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL32564,10-08-2024 21:00,17-08-2024 21:00,11-08-2024 06:00,17-08-2024 16:00,CIF,Pharmaceutical Raw Materials - Metformin,260.51,1.56,787.71,49160.63,S2502114809997,CRT,15C to 25C,Cardboard Box,"['GMP', 'GDP']","['WHO', 'EMA']","{'temperature_excursions': 2, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9509545709557822}",HIGH,Daily,Continuous,Basic,39328.504,1474.82,131.12,44.16,175.28,19.6,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-1DE293E5,Insulin,IU,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL59182,02-07-2024 21:00,05-07-2024 21:00,02-07-2024 22:00,06-07-2024 18:00,CIF,Pharmaceutical Raw Materials - Insulin,0.0,0.0,0.09,0.19,ES2502115208991,REF,-30C to 30C,Reefer Container,"['GMP', 'HACCP']","['MHRA', 'FDA']","{'temperature_excursions': 2, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.996140359941128}",MEDIUM,Weekly,Enhanced,Standard,0.19,0.01,0.0,0.0,0.01,0.01,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-8FB2BEB8,Ciprofloxacin,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL59149,08-09-2024 21:00,11-09-2024 21:00,08-09-2024 15:00,12-09-2024 12:00,CIF,Pharmaceutical Raw Materials - Ciprofloxacin,80.14,0.23,3780.39,13255.16,UA2502119616282,CRT,15C to 25C,Cardboard Box,"['ISO', 'GMP']","['EMA', 'WHO']","{'temperature_excursions': 3, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.991902719933027}",HIGH,Daily,Continuous,Standard,13255.16,596.48,45.09,15.9,60.99,336.72,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-89A78713,Atorvastatin,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL69032,14-11-2023 21:00,18-11-2023 21:00,14-11-2023 21:00,20-11-2023 10:00,CIF,Pharmaceutical Raw Materials - Atorvastatin,41.8,0.14,2007.66,4934.72,DA2502111255001,CRT,30C to 35C,Plastic Drum,"['ISO', 'GDP']","['FDA', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9752981617604018}",MEDIUM,Weekly,Enhanced,Standard,4934.72,177.65,19.61,7.1,26.72,179.06,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-DFADBB0B,Rituximab,mg,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,J.B. Hunt,road,,,BOL15130,27-07-2022 21:00,30-07-2022 21:00,27-07-2022 21:00,31-07-2022 11:00,CIF,Pharmaceutical Raw Materials - Rituximab,0.01,0.0,0.03,1.5,JH2502115648108,CRT,20C to 35C,Pallet Box,"['GDP', 'GMP']","['FDA', 'MHRA']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9680571807458697}",MEDIUM,Weekly,Enhanced,Premium,1.8,0.07,0.0,0.0,0.01,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-3C4CF1BD,Sildenafil,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Werner Enterprises,road,,,BOL82347,19-03-2023 21:00,25-03-2023 21:00,19-03-2023 18:00,26-03-2023 10:00,CIF,Pharmaceutical Raw Materials - Sildenafil,37.41,0.2,138.98,3527.91,WE2502114356459,CRT,15C to 25C,Cardboard Box,"['ISO', 'GMP']","['FDA', 'WHO']","{'temperature_excursions': 3, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9531547535281945}",HIGH,Daily,Continuous,Premium,4233.492,211.67,20.63,8.81,29.44,2.95,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-9C42FAD7,Growth Hormone,IU,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,FedEx Express,air,road,,BOL99518,11-05-2022 21:00,13-05-2022 21:00,12-05-2022 09:00,13-05-2022 05:00,CIF,Pharmaceutical Raw Materials - Growth Hormone,0.0,0.0,0.02,0.04,FE2502111362880,REF,-30C to 30C,Reefer Container,"['ISO', 'HACCP']","['MHRA', 'EMA']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9582119798735799}",HIGH,Daily,Continuous,All-Risk,0.06,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-A84900B4,Ibuprofen,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL85084,14-07-2024 21:00,16-07-2024 21:00,15-07-2024 01:00,18-07-2024 02:00,CIF,Pharmaceutical Raw Materials - Ibuprofen,107.71,0.55,4514.48,21468.35,LC2502119832247,CRT,30C to 35C,Plastic Drum,"['ISO', 'HACCP']","['FDA', 'EMA']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.952351646545442}",HIGH,Daily,Continuous,Standard,21468.35,966.08,49.61,19.92,69.53,428.88,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-EF99A6C9,Ibuprofen,g,Houston Facility,USA,,USHOU,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,XPO Logistics,road,,,BOL98867,15-05-2022 21:00,20-05-2022 21:00,16-05-2022 01:00,20-05-2022 13:00,DAP,Pharmaceutical Raw Materials - Ibuprofen,102.18,0.55,193.3,0.0,XL2502114137465,CRT,20C to 35C,Pallet Box,"['GMP', 'HACCP']","['WHO', 'MHRA']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9785716216780579}",LOW,Monthly,Standard,Basic,154.64,3.87,53.05,20.74,73.8,6.89,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-E5D3A3B1,Sildenafil,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL62430,27-08-2023 21:00,01-09-2023 21:00,27-08-2023 15:00,03-09-2023 21:00,CIF,Pharmaceutical Raw Materials - Sildenafil,28.34,0.1,1250.76,4236.24,UA2502118898375,CRT,15C to 25C,Fiber Drum,"['ISO', 'GDP']","['WHO', 'FDA']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9642604640083949}",LOW,Monthly,Standard,Standard,4236.24,127.09,12.91,5.99,18.9,115.82,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-3D19A00A,Lisinopril,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL76761,07-08-2023 21:00,11-08-2023 21:00,07-08-2023 18:00,11-08-2023 17:00,CIF,Pharmaceutical Raw Materials - Lisinopril,57.03,0.12,2505.72,3452.06,LC2502113922334,CRT,30C to 35C,Plastic Drum,"['GMP', 'HACCP']","['MHRA', 'WHO']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9680827899177775}",HIGH,Daily,Continuous,Basic,2761.648,103.56,33.38,13.94,47.32,216.02,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-10597D56,Amoxicillin,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL30971,22-04-2024 21:00,25-04-2024 21:00,23-04-2024 01:00,27-04-2024 15:00,CIF,Pharmaceutical Raw Materials - Amoxicillin,143.33,0.36,5571.11,17046.57,ES2502113086128,CRT,20C to 35C,Pallet Box,"['GDP', 'GMP']","['MHRA', 'EMA']","{'temperature_excursions': 1, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9972183744358565}",LOW,Monthly,Standard,Basic,13637.256,340.93,78.29,26.36,104.64,543.36,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-096B1AA5,Adalimumab,mg,San Francisco Facility,USA,,USSFO,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,XPO Logistics,road,,,BOL45962,12-10-2024 21:00,15-10-2024 21:00,12-10-2024 16:00,15-10-2024 23:00,DAP,Pharmaceutical Raw Materials - Adalimumab,0.01,0.0,0.02,0.0,XL2502112967864,CRT,15C to 25C,Fiber Drum,"['ISO', 'GDP']","['EMA', 'WHO']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9760248291652515}",LOW,Monthly,Standard,Standard,0.02,0.0,0.01,0.0,0.01,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-CD5922EC,Ibuprofen,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL39511,20-06-2024 21:00,23-06-2024 21:00,21-06-2024 05:00,23-06-2024 11:00,CIF,Pharmaceutical Raw Materials - Ibuprofen,144.01,0.46,5274.41,17726.13,UA2502118732950,CRT,15C to 25C,Cardboard Box,"['HACCP', 'GMP']","['WHO', 'FDA']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9680948773030664}",LOW,Monthly,Standard,Premium,21271.356,709.05,73.0,26.62,99.62,532.19,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-B953336C,Sildenafil,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL82051,19-03-2023 21:00,21-03-2023 21:00,19-03-2023 09:00,21-03-2023 08:00,CIF,Pharmaceutical Raw Materials - Sildenafil,28.73,0.09,1227.23,5520.19,UA2502115579912,CRT,30C to 35C,Plastic Drum,"['GMP', 'HACCP']","['MHRA', 'EMA']","{'temperature_excursions': 3, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9545688484300227}",LOW,Monthly,Standard,Basic,4416.152,110.4,14.7,7.03,21.73,113.15,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-CEC7C9BD,Aspirin,g,San Juan Facility,USA,,PRSJC,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL68079,28-05-2023 21:00,01-06-2023 21:00,28-05-2023 16:00,03-06-2023 16:00,DAP,Pharmaceutical Raw Materials - Aspirin,160.93,0.92,249.77,0.0,S2502115362330,CRT,20C to 35C,Pallet Box,"['GDP', 'ISO']","['WHO', 'MHRA']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9585926350744761}",HIGH,Daily,Continuous,Standard,249.77,11.24,89.89,34.09,123.97,8.72,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-EDFD9EA0,Ciprofloxacin,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL43107,19-04-2024 21:00,21-04-2024 21:00,19-04-2024 19:00,22-04-2024 19:00,CIF,Pharmaceutical Raw Materials - Ciprofloxacin,89.62,0.25,4081.27,11208.87,ES2502113457707,CRT,20C to 35C,Pallet Box,"['HACCP', 'ISO']","['EMA', 'MHRA']","{'temperature_excursions': 3, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.986465713704678}",LOW,Monthly,Standard,Standard,11208.87,336.27,52.97,20.04,73.01,373.88,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-1B9312B3,COVID-19 Vaccine,doses,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,J.B. Hunt,road,,,BOL49202,15-10-2022 21:00,22-10-2022 21:00,15-10-2022 19:00,23-10-2022 13:00,CIF,Pharmaceutical Raw Materials - COVID-19 Vaccine,0.79,0.0,3.03,117.74,JH2502113488928,FRZ,-150C to -196C,Cryogenic Container,"['GDP', 'GMP']","['MHRA', 'WHO']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9838814113920522}",MEDIUM,Weekly,Enhanced,Basic,94.192,2.83,2.72,1.28,4.01,0.07,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-D164D741,Albuterol,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL46013,09-02-2023 21:00,15-02-2023 21:00,09-02-2023 12:00,15-02-2023 20:00,CIF,Pharmaceutical Raw Materials - Albuterol,39.47,0.13,134.2,6037.92,YF2502117219389,CRT,15C to 25C,Fiber Drum,"['HACCP', 'ISO']","['MHRA', 'EMA']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9513990332977513}",HIGH,Daily,Continuous,Basic,4830.336,181.14,16.27,8.26,24.53,2.96,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-293E84AA,Paracetamol,g,Montreal Facility,Canada,,CAMTR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,XPO Logistics,road,,,BOL49144,27-10-2024 21:00,02-11-2024 21:00,28-10-2024 00:00,03-11-2024 02:00,CIF,Pharmaceutical Raw Materials - Paracetamol,172.4,0.97,532.99,23647.82,XL2502114012790,CRT,30C to 35C,Plastic Drum,"['GDP', 'ISO']","['WHO', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9768372235624212}",LOW,Monthly,Standard,Premium,28377.384,945.91,76.28,36.26,112.55,13.52,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-F93B9514,Metformin,g,Research Triangle Park Facility,USA,,USRDU,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,J.B. Hunt,road,,,BOL19409,10-09-2024 21:00,12-09-2024 21:00,10-09-2024 21:00,12-09-2024 14:00,DAP,Pharmaceutical Raw Materials - Metformin,149.69,0.36,303.35,0.0,JH2502113782987,CRT,30C to 35C,Plastic Drum,"['HACCP', 'ISO']","['FDA', 'MHRA']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9792451493943533}",MEDIUM,Weekly,Enhanced,Basic,242.68,7.28,60.08,28.79,88.86,10.37,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-3F6F677A,Alpha Interferon,mcg,Research Triangle Park Facility,USA,,USRDU,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL92957,07-03-2022 21:00,09-03-2022 21:00,07-03-2022 19:00,10-03-2022 17:00,DAP,Pharmaceutical Raw Materials - Alpha Interferon,0.0,0.0,0.0,0.0,S2502111702220,DFZ,-80C to -20C,Deep Freeze Container,"['GMP', 'GDP']","['FDA', 'MHRA']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9761511703120561}",HIGH,Daily,Continuous,Premium,0.0,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', None]"
SHIP-77453277,Adalimumab,mg,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL70716,05-09-2023 21:00,11-09-2023 21:00,05-09-2023 23:00,12-09-2023 10:00,CIF,Pharmaceutical Raw Materials - Adalimumab,0.01,0.0,0.03,0.66,YF2502113080945,CRT,30C to 35C,Plastic Drum,"['GMP', 'GDP']","['EMA', 'FDA']","{'temperature_excursions': 2, 'humidity_deviations': 2, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9567774351081307}",HIGH,Daily,Continuous,Premium,0.792,0.04,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-02EBF3CA,Atorvastatin,g,Shanghai Facility,China,Shanghai Port,CNSHA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL22929,16-07-2024 21:00,18-07-2024 21:00,16-07-2024 09:00,19-07-2024 03:00,CIF,Pharmaceutical Raw Materials - Atorvastatin,74.3,0.22,2945.62,14587.38,UA2502112597851,CRT,15C to 25C,Fiber Drum,"['GDP', 'GMP']","['WHO', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9591050135546849}",HIGH,Daily,Continuous,Premium,17504.856,875.24,30.22,13.21,43.44,276.45,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-57818D98,Paracetamol,g,Shanghai Facility,China,Shanghai Port,CNSHA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL60070,12-08-2024 21:00,14-08-2024 21:00,13-08-2024 00:00,15-08-2024 14:00,CIF,Pharmaceutical Raw Materials - Paracetamol,214.81,0.79,9504.94,20286.65,LC2502111591984,CRT,15C to 25C,Cardboard Box,"['GMP', 'GDP']","['EMA', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.962525641693962}",LOW,Monthly,Standard,Standard,20286.65,608.6,88.55,48.68,137.23,850.31,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-8864189C,Alpha Interferon,mcg,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,FedEx Express,air,road,,BOL83558,05-06-2023 21:00,07-06-2023 21:00,05-06-2023 19:00,07-06-2023 21:00,CIF,Pharmaceutical Raw Materials - Alpha Interferon,0.0,0.0,0.0,0.0,FE2502115744871,DFZ,-25C to -15C,Cryo Box,"['ISO', 'GMP']","['MHRA', 'EMA']","{'temperature_excursions': 3, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9788202448320866}",MEDIUM,Weekly,Enhanced,All-Risk,0.0,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-D5D01E40,Albuterol,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL69027,16-10-2024 21:00,18-10-2024 21:00,17-10-2024 03:00,19-10-2024 09:00,CIF,Pharmaceutical Raw Materials - Albuterol,34.82,0.16,1591.66,2006.73,LC2502116902899,CRT,30C to 35C,Plastic Drum,"['GMP', 'GDP']","['FDA', 'EMA']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9888542032263428}",LOW,Monthly,Standard,Basic,1605.384,40.13,18.27,5.86,24.13,153.02,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
